id	Group	p_value	p.adjust	convert.median	convert.mean	group1	length1	median1	mean1	group2	length2	median2	mean2	non0.length1	non0.length2
518	P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	B1_O2	1	1	0	-8.1054347826087e-08	B1	46	0	5.44558695652174e-07	O2	46	0	4.63504347826087e-07	1	1
519	P122-PWY: heterolactic fermentation	B1_O2	1	1	0	-2.1614847826087e-06	B1	46	0	3.28047826086957e-06	O2	46	0	1.11899347826087e-06	1	1
520	P124-PWY: Bifidobacterium shunt	B1_O2	0.755657737671463	1	0	-5.33723913043478e-06	B1	46	0	5.14701391304348e-05	O2	46	0	4.61329e-05	6	8
521	P125-PWY: superpathway of (R,R)-butanediol biosynthesis	B1_O2	1	1	0	-4.2825652173913e-07	B1	46	0	4.2825652173913e-07	O2	46	0	0	1	0
522	P164-PWY: purine nucleobases degradation I (anaerobic)	B1_O2	1	1	0	2.21882173913043e-06	B1	46	0	7.56403043478261e-06	O2	46	0	9.78285217391304e-06	4	4
523	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	B1_O2	1	1	0	-2.94826086956522e-07	B1	46	0	6.59663043478261e-06	O2	46	0	6.30180434782609e-06	1	2
524	P42-PWY: incomplete reductive TCA cycle	B1_O2	1	1	0	7.33691304347826e-07	B1	46	0	0	O2	46	0	7.33691304347826e-07	1	0
525	P441-PWY: superpathway of N-acetylneuraminate degradation	B1_O2	1	1	0	1.84080434782609e-06	B1	46	0	0	O2	46	0	1.84080434782609e-06	1	0
526	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	B1_O2	0.18144920772142	1	0	4.31182826086956e-06	B1	46	0	1.43228043478261e-06	O2	46	0	5.74410869565217e-06	1	3
527	PANTO-PWY: phosphopantothenate biosynthesis I	B1_O2	0.944284670241126	1	0	1.33002173913044e-06	B1	46	0	4.9702e-05	O2	46	0	5.10320217391304e-05	7	8
528	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	B1_O2	1	1	0	-1.03508695652174e-06	B1	46	0	5.93021782608696e-05	O2	46	0	5.82670913043478e-05	7	8
529	PENTOSE-P-PWY: pentose phosphate pathway	B1_O2	1	1	0	-1.4744347826087e-06	B1	46	0	6.40328260869565e-06	O2	46	0	4.92884782608696e-06	1	1
530	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	B1_O2	0.887990309731588	1	0	-1.34182282608696e-05	B1	46	0	0.000175198152173913	O2	46	0	0.000161779923913043	11	14
531	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	B1_O2	0.787406490666269	1	0	6.52653695652174e-06	B1	46	0	9.69474565217391e-06	O2	46	0	1.62212826086957e-05	2	3
532	POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	B1_O2	0.789268026134281	1	0	2.64261739130435e-06	B1	46	0	1.14489565217391e-06	O2	46	0	3.78751304347826e-06	1	2
533	PPGPPMET-PWY: ppGpp biosynthesis	B1_O2	0.583882420770365	1	0	-3.35045434782609e-06	B1	46	0	5.7115347826087e-06	O2	46	0	2.36108043478261e-06	2	2
534	PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	B1_O2	1	1	0	2.18023913043478e-06	B1	46	0	0	O2	46	0	2.18023913043478e-06	1	0
535	PWY-1042: glycolysis IV (plant cytosol)	B1_O2	0.110796486627609	1	-4.00500000000001e-06	7.20917141304348e-05	B1	46	0.0001563905	0.00023993315326087	O2	46	0.0001523855	0.000312024867391304	30	33
536	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	B1_O2	0.932646638965876	1	0	-1.48475869565217e-06	B1	46	0	5.88870652173913e-06	O2	46	0	4.40394782608696e-06	4	5
537	PWY-2941: L-lysine biosynthesis II	B1_O2	0.554113130069446	1	0	1.52452086956522e-05	B1	46	0	2.33585086956522e-05	O2	46	0	3.86037173913044e-05	4	4
538	PWY-2942: L-lysine biosynthesis III	B1_O2	0.326799567668966	1	0	-1.48269673913043e-05	B1	46	0	4.65000739130435e-05	O2	46	0	3.16731065217391e-05	8	7
539	PWY-3001: superpathway of L-isoleucine biosynthesis I	B1_O2	0.406941216918031	1	0	1.25552434782609e-05	B1	46	0	2.08545760869565e-05	O2	46	0	3.34098195652174e-05	5	5
540	PWY-3781: aerobic respiration I (cytochrome c)	B1_O2	1	1	0	-1.04565826086957e-06	B1	46	0	4.3495e-06	O2	46	0	3.30384173913043e-06	1	2
541	PWY-3841: folate transformations II	B1_O2	0.844514900607338	1	-3.75095000000001e-05	1.80926739130436e-05	B1	46	0.000544663	0.000632872739130435	O2	46	0.0005071535	0.000650965413043478	35	34
542	PWY-4041: &gamma;-glutamyl cycle	B1_O2	0.553616991965781	1	0	-4.92761739130435e-06	B1	46	0	1.14327804347826e-05	O2	46	0	6.50516304347826e-06	6	5
543	PWY-4981: L-proline biosynthesis II (from arginine)	B1_O2	0.589638551626567	1	0	-1.5665847826087e-06	B1	46	0	3.43295e-06	O2	46	0	1.8663652173913e-06	3	2
544	PWY-5097: L-lysine biosynthesis VI	B1_O2	1	1	0	-1.58926086956522e-07	B1	46	0	1.52179260869565e-05	O2	46	0	1.5059e-05	3	2
545	PWY-5100: pyruvate fermentation to acetate and lactate II	B1_O2	0.271898710819648	1	0	8.31435434782609e-06	B1	46	0	5.73536086956522e-06	O2	46	0	1.40497152173913e-05	3	5
546	PWY-5103: L-isoleucine biosynthesis III	B1_O2	1	1	0	-4.7940652173913e-06	B1	46	0	4.7940652173913e-06	O2	46	0	0	1	0
547	PWY-5104: L-isoleucine biosynthesis IV	B1_O2	1	1	0	2.32686956521739e-07	B1	46	0	9.40384782608696e-07	O2	46	0	1.17307173913043e-06	1	1
548	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	B1_O2	0.371093369522698	1	0	5.08316086956522e-06	B1	46	0	0	O2	46	0	5.08316086956522e-06	2	0
549	PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	B1_O2	1	1	0	-2.48491304347826e-06	B1	46	0	2.48491304347826e-06	O2	46	0	0	1	0
550	PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	B1_O2	1	1	0	-1.5533695652174e-07	B1	46	0	3.5335652173913e-06	O2	46	0	3.37822826086957e-06	1	2
551	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	B1_O2	0.554113130069446	1	0	1.39425652173913e-06	B1	46	0	8.83038260869565e-06	O2	46	0	1.02246391304348e-05	3	6
552	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	B1_O2	1	1	0	7.81873913043478e-07	B1	46	0	0	O2	46	0	7.81873913043478e-07	1	0
553	PWY-5265: peptidoglycan biosynthesis II (staphylococci)	B1_O2	0.187401192001721	1	0	-4.03330913043478e-05	B1	46	0	0.000118137652173913	O2	46	0	7.78045608695652e-05	10	9
554	PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	B1_O2	1	1	0	-1.62960869565217e-06	B1	46	0	6.12776086956522e-06	O2	46	0	4.49815217391304e-06	1	1
555	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	B1_O2	0.41849223344682	1	0	1.2054852173913e-05	B1	46	0	6.36402173913044e-06	O2	46	0	1.84188739130435e-05	1	4
556	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	B1_O2	0.409391616351792	1	0	1.61721089130435e-05	B1	46	0	4.54031630434783e-05	O2	46	0	6.15752719565217e-05	14	16
557	PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	B1_O2	1	1	0	-6.04139130434783e-07	B1	46	0	6.04139130434783e-07	O2	46	0	0	1	0
558	PWY-5484: glycolysis II (from fructose 6-phosphate)	B1_O2	0.414446222764492	1	0	1.78773913043478e-05	B1	46	0	2.78368913043478e-05	O2	46	0	4.57142826086957e-05	5	10
559	PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	B1_O2	1	1	0	-1.0268347826087e-06	B1	46	0	1.0268347826087e-06	O2	46	0	0	1	0
560	PWY-5659: GDP-mannose biosynthesis	B1_O2	0.932646638965876	1	0	-2.66549565217391e-06	B1	46	0	8.72379347826087e-06	O2	46	0	6.05829782608696e-06	4	4
561	PWY-5667: CDP-diacylglycerol biosynthesis I	B1_O2	0.787406490666269	1	0	5.35170217391304e-06	B1	46	0	9.07545e-06	O2	46	0	1.4427152173913e-05	2	3
562	PWY-5686: UMP biosynthesis	B1_O2	0.799511184971621	1	0	1.25646434782609e-05	B1	46	0	0.000318716954347826	O2	46	0	0.000331281597826087	20	19
563	PWY-5690: TCA cycle II (plants and fungi)	B1_O2	1	1	0	-3.1679347826087e-07	B1	46	0	3.1679347826087e-07	O2	46	0	0	1	0
564	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	B1_O2	0.280712665268496	1	0	-1.03837282608696e-05	B1	46	0	1.21826217391304e-05	O2	46	0	1.79889347826087e-06	3	2
565	PWY-5705: allantoin degradation to glyoxylate III	B1_O2	1	1	0	2.1814347826087e-07	B1	46	0	0	O2	46	0	2.1814347826087e-07	1	0
566	PWY-5723: Rubisco shunt	B1_O2	1	1	0	1.05271956521739e-06	B1	46	0	0	O2	46	0	1.05271956521739e-06	1	0
567	PWY-5747: 2-methylcitrate cycle II	B1_O2	1	1	0	8.49582608695652e-07	B1	46	0	0	O2	46	0	8.49582608695652e-07	1	0
568	PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	B1_O2	1	1	0	-1.54087391304348e-06	B1	46	0	1.54087391304348e-06	O2	46	0	0	1	0
569	PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	B1_O2	1	1	0	-1.54087391304348e-06	B1	46	0	1.54087391304348e-06	O2	46	0	0	1	0
570	PWY-5838: superpathway of menaquinol-8 biosynthesis I	B1_O2	1	1	0	-3.4225e-06	B1	46	0	3.4225e-06	O2	46	0	0	1	0
571	PWY-5840: superpathway of menaquinol-7 biosynthesis	B1_O2	1	1	0	-3.55091304347826e-06	B1	46	0	3.55091304347826e-06	O2	46	0	0	1	0
572	PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	B1_O2	1	1	0	1.33002608695652e-06	B1	46	0	0	O2	46	0	1.33002608695652e-06	1	0
573	PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	B1_O2	1	1	0	1.33002608695652e-06	B1	46	0	0	O2	46	0	1.33002608695652e-06	1	0
574	PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	B1_O2	1	1	0	1.33002608695652e-06	B1	46	0	0	O2	46	0	1.33002608695652e-06	1	0
575	PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	B1_O2	1	1	0	-2.51378260869565e-06	B1	46	0	2.51378260869565e-06	O2	46	0	0	1	0
576	PWY-5863: superpathway of phylloquinol biosynthesis	B1_O2	1	1	0	-4.13695652173913e-07	B1	46	0	4.13695652173913e-07	O2	46	0	0	1	0
577	PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)	B1_O2	1	1	0	9.51773913043478e-07	B1	46	0	0	O2	46	0	9.51773913043478e-07	1	0
578	PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)	B1_O2	0.371093369522698	1	0	1.80537826086957e-06	B1	46	0	3.49413043478261e-07	O2	46	0	2.15479130434783e-06	1	2
579	PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	B1_O2	0.371093369522698	1	0	1.80537826086957e-06	B1	46	0	3.49413043478261e-07	O2	46	0	2.15479130434783e-06	1	2
580	PWY-5897: superpathway of menaquinol-11 biosynthesis	B1_O2	1	1	0	-3.33486956521739e-06	B1	46	0	3.33486956521739e-06	O2	46	0	0	1	0
581	PWY-5898: superpathway of menaquinol-12 biosynthesis	B1_O2	1	1	0	-3.33486956521739e-06	B1	46	0	3.33486956521739e-06	O2	46	0	0	1	0
582	PWY-5899: superpathway of menaquinol-13 biosynthesis	B1_O2	1	1	0	-3.33486956521739e-06	B1	46	0	3.33486956521739e-06	O2	46	0	0	1	0
583	PWY-5913: TCA cycle VI (obligate autotrophs)	B1_O2	0.155131568727114	1	0	1.67662304347826e-05	B1	46	0	1.99347173913043e-05	O2	46	0	3.6700947826087e-05	3	7
584	PWY-5918: superpathay of heme biosynthesis from glutamate	B1_O2	1	1	0	-9.27889130434782e-07	B1	46	0	4.77221739130435e-06	O2	46	0	3.84432826086957e-06	1	2
585	PWY-5920: superpathway of heme biosynthesis from glycine	B1_O2	1	1	0	8.2574347826087e-07	B1	46	0	0	O2	46	0	8.2574347826087e-07	1	0
586	PWY-5971: palmitate biosynthesis II (bacteria and plants)	B1_O2	0.41849223344682	1	0	6.0557152173913e-06	B1	46	0	3.71110869565217e-06	O2	46	0	9.76682391304348e-06	1	4
587	PWY-5973: cis-vaccenate biosynthesis	B1_O2	0.610298655976554	1	0	3.68216086956522e-06	B1	46	0	8.00761304347826e-06	O2	46	0	1.16897739130435e-05	3	7
588	PWY-5989: stearate biosynthesis II (bacteria and plants)	B1_O2	0.589638551626567	1	0	4.38481304347826e-06	B1	46	0	3.99484782608696e-06	O2	46	0	8.37966086956522e-06	1	4
589	PWY-6113: superpathway of mycolate biosynthesis	B1_O2	1	1	0	-2.17934782608695e-07	B1	46	0	3.693e-06	O2	46	0	3.4750652173913e-06	1	1
590	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	B1_O2	0.513162385031251	1	0	-2.88993760869565e-05	B1	46	0	0.000153299793478261	O2	46	0	0.000124400417391304	16	14
591	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	B1_O2	0.808116066768561	1	0	-1.88784326086956e-05	B1	46	0	0.000175389915217391	O2	46	0	0.000156511482608696	17	17
592	PWY-6123: inosine-5'-phosphate biosynthesis I	B1_O2	0.852668824833466	1	0	1.90624608695652e-05	B1	46	0	0.00024903902826087	O2	46	0	0.000268101489130435	20	18
593	PWY-6124: inosine-5'-phosphate biosynthesis II	B1_O2	0.789268026134281	1	0	4.81646086956522e-06	B1	46	0	3.0305652173913e-06	O2	46	0	7.84702608695652e-06	1	2
594	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	B1_O2	0.875132262024472	1	0	3.68421086956522e-06	B1	46	0	9.37421717391304e-05	O2	46	0	9.74263826086956e-05	18	20
595	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	B1_O2	0.11239768319071	1	0	5.42521934782609e-05	B1	46	0	8.18485282608696e-05	O2	46	0	0.00013610072173913	15	20
596	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	B1_O2	1	1	0	-2.85650217391304e-06	B1	46	0	4.97595652173913e-06	O2	46	0	2.11945434782609e-06	1	1
597	PWY-6151: S-adenosyl-L-methionine cycle I	B1_O2	0.701154526876795	1	7.5987e-05	2.16693026086957e-05	B1	46	0.0005162545	0.00069157808	O2	46	0.0005922415	0.000713247382608696	37	34
598	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	B1_O2	0.779481323802983	1	0	1.05997608695652e-06	B1	46	0	9.14930304347826e-05	O2	46	0	9.25530065217391e-05	13	14
599	PWY-6168: flavin biosynthesis III (fungi)	B1_O2	1	1	0	1.74831956521739e-06	B1	46	0	0	O2	46	0	1.74831956521739e-06	1	0
600	PWY-621: sucrose degradation III (sucrose invertase)	B1_O2	0.762792055812661	1	0	1.91020660869565e-05	B1	46	0	5.82783491304348e-05	O2	46	0	7.73804152173913e-05	16	16
601	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	B1_O2	0.808116066768561	1	0	-1.88784326086956e-05	B1	46	0	0.000175389915217391	O2	46	0	0.000156511482608696	17	17
602	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	B1_O2	0.674986713970489	1	0	3.32785217391304e-06	B1	46	0	5.04335e-06	O2	46	0	8.37120217391304e-06	2	4
603	PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	B1_O2	1	1	0	1.00547826086957e-06	B1	46	0	3.63671739130435e-06	O2	46	0	4.64219565217391e-06	1	2
604	PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	B1_O2	1	1	0	1.78465217391304e-06	B1	46	0	3.60784782608696e-06	O2	46	0	5.3925e-06	1	2
605	PWY-6305: putrescine biosynthesis IV	B1_O2	0.41849223344682	1	0	-2.71368108695652e-06	B1	46	0	5.71799130434783e-06	O2	46	0	3.0043102173913e-06	4	3
606	PWY-6313: serotonin degradation	B1_O2	1	1	0	-6.44545652173913e-07	B1	46	0	6.44545652173913e-07	O2	46	0	0	1	0
607	PWY-6317: galactose degradation I (Leloir pathway)	B1_O2	0.48978275936519	1	0	3.01909456521739e-05	B1	46	0	8.86283304347826e-05	O2	46	0	0.000118819276086957	16	16
608	PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	B1_O2	1	1	0	1.06541739130435e-06	B1	46	0	0	O2	46	0	1.06541739130435e-06	1	0
609	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	B1_O2	1	1	0	-1.18164565217392e-06	B1	46	0	0.000130268739130435	O2	46	0	0.000129087093478261	10	12
610	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	B1_O2	0.105513715289701	1	0	-6.81628260869565e-05	B1	46	0	0.000227636456521739	O2	46	0	0.000159473630434783	13	11
611	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	B1_O2	0.824833935330058	1	0	-1.42670282608695e-05	B1	46	0	0.000162576152173913	O2	46	0	0.000148309123913043	11	14
612	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	B1_O2	1	1	0	5.94630434782609e-08	B1	46	0	4.80595652173913e-07	O2	46	0	5.40058695652174e-07	1	1
613	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	B1_O2	1	1	0	9.62323913043479e-07	B1	46	0	2.65932608695652e-06	O2	46	0	3.62165e-06	1	2
614	PWY-6527: stachyose degradation	B1_O2	0.787876494909947	1	0	2.47548913043477e-06	B1	46	0	0.000286046491304348	O2	46	0	0.000288521980434783	21	22
615	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	B1_O2	0.787406490666269	1	0	1.13016086956522e-06	B1	46	0	6.64379565217391e-06	O2	46	0	7.77395652173913e-06	3	2
616	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	B1_O2	1	1	0	-2.91041304347826e-06	B1	46	0	2.91041304347826e-06	O2	46	0	0	1	0
617	PWY-6606: guanosine nucleotides degradation II	B1_O2	1	1	0	-2.56895652173913e-06	B1	46	0	2.56895652173913e-06	O2	46	0	0	1	0
618	PWY-6608: guanosine nucleotides degradation III	B1_O2	0.583882420770365	1	0	-2.51861956521739e-06	B1	46	0	4.24851086956522e-06	O2	46	0	1.72989130434783e-06	2	2
619	PWY-6609: adenine and adenosine salvage III	B1_O2	0.812703686128436	1	0	-6.66657173913043e-06	B1	46	0	2.83031695652174e-05	O2	46	0	2.1636597826087e-05	6	6
620	PWY-6700: queuosine biosynthesis	B1_O2	0.824098168245978	1	0	-2.39451739130434e-06	B1	46	0	2.02575043478261e-05	O2	46	0	1.78629869565217e-05	6	7
621	PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	B1_O2	1	1	0	1.33002608695652e-06	B1	46	0	0	O2	46	0	1.33002608695652e-06	1	0
622	PWY-6737: starch degradation V	B1_O2	0.474762670068018	1	0	-3.04954717391305e-05	B1	46	0	0.00018304392173913	O2	46	0	0.00015254845	19	16
623	PWY-6803: phosphatidylcholine acyl editing	B1_O2	1	1	0	-9.85521739130435e-08	B1	46	0	9.85521739130435e-08	O2	46	0	0	1	0
624	PWY-6892: thiazole biosynthesis I (E. coli)	B1_O2	1	1	0	1.59046739130435e-06	B1	46	0	1.60230434782609e-07	O2	46	0	1.75069782608696e-06	1	1
625	PWY-6897: thiamin salvage II	B1_O2	0.789268026134281	1	0	-1.35791739130435e-06	B1	46	0	1.67769347826087e-06	O2	46	0	3.19776086956522e-07	2	1
626	PWY-6901: superpathway of glucose and xylose degradation	B1_O2	1	1	0	-1.64554347826087e-06	B1	46	0	5.72654347826087e-06	O2	46	0	4.081e-06	1	1
627	PWY-6936: seleno-amino acid biosynthesis	B1_O2	0.529368106184798	1	0	9.77885000000001e-06	B1	46	0	3.52724e-05	O2	46	0	4.505125e-05	6	11
628	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	B1_O2	0.422678074170635	1	0	-9.02497826086957e-07	B1	46	0	1.36600217391304e-06	O2	46	0	4.63504347826087e-07	2	1
629	PWY-7039: phosphatidate metabolism, as a signaling molecule	B1_O2	1	1	0	8.11930434782609e-07	B1	46	0	5.03610869565217e-07	O2	46	0	1.31554130434783e-06	1	1
630	PWY-7111: pyruvate fermentation to isobutanol (engineered)	B1_O2	0.47719661998877	1	0	8.84614347826087e-06	B1	46	0	2.30224413043478e-05	O2	46	0	3.18685847826087e-05	5	6
631	PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	B1_O2	0.610120154797508	1	0	-7.05664826086956e-06	B1	46	0	3.31644352173913e-05	O2	46	0	2.61077869565217e-05	7	7
632	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	B1_O2	0.760478502270913	1	0	6.90911304347826e-06	B1	46	0	6.4195102173913e-05	O2	46	0	7.11042152173913e-05	12	14
633	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	B1_O2	0.393721713810765	1	1.559225e-05	3.97719326086956e-05	B1	46	0	0.000115206980434783	O2	46	1.559225e-05	0.000154978913043478	19	23
634	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	B1_O2	0.722282962716192	1	0	1.23897847826087e-05	B1	46	0	1.75771413043478e-05	O2	46	0	2.99669260869565e-05	5	5
635	PWY-7199: pyrimidine deoxyribonucleosides salvage	B1_O2	0.702362991091373	1	-4.421235e-05	1.32551582608696e-05	B1	46	4.421235e-05	0.000112903995652174	O2	46	0	0.000126159153913043	24	22
636	PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	B1_O2	1	1	0	2.86150652173913e-07	B1	46	0	1.08973260869565e-07	O2	46	0	3.95123913043478e-07	1	1
637	PWY-7208: superpathway of pyrimidine nucleobases salvage	B1_O2	0.833634883024682	1	0	1.11451956521739e-06	B1	46	0	1.75933108695652e-05	O2	46	0	1.87078304347826e-05	7	6
638	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	B1_O2	0.930591460030879	1	0	5.01163913043478e-06	B1	46	0	5.73357130434783e-05	O2	46	0	6.2347352173913e-05	12	14
639	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	B1_O2	1	1	0	-1.01723913043477e-07	B1	46	0	1.002415e-05	O2	46	0	9.92242608695652e-06	3	3
640	PWY-7219: adenosine ribonucleotides de novo biosynthesis	B1_O2	0.890603739893312	1	-1.72725e-05	-9.06363108695653e-05	B1	46	0.0004346985	0.000731112089130435	O2	46	0.000417426	0.00064047577826087	37	37
641	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	B1_O2	0.894875539571119	1	9.43545e-06	3.63827826086957e-06	B1	46	0	9.55162326086956e-05	O2	46	9.43545e-06	9.91545108695652e-05	19	23
642	PWY-7221: guanosine ribonucleotides de novo biosynthesis	B1_O2	0.935664046257304	1	0	1.04943543478261e-05	B1	46	0	0.000110117091304348	O2	46	0	0.000120611445652174	18	21
643	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	B1_O2	0.894875539571119	1	9.43545e-06	3.63827826086957e-06	B1	46	0	9.55162326086956e-05	O2	46	9.43545e-06	9.91545108695652e-05	19	23
644	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	B1_O2	0.957083495902994	1	0	7.78372391304349e-06	B1	46	0	9.5929852173913e-05	O2	46	0	0.000103713576086957	18	21
645	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	B1_O2	0.976860960668448	1	7.17480000000001e-05	-0.00011929952173913	B1	46	0.0003630325	0.000799118697826087	O2	46	0.0004347805	0.000679819176086957	33	32
646	PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	B1_O2	1	1	0	2.3075652173913e-07	B1	46	0	2.25733260869565e-06	O2	46	0	2.48808913043478e-06	2	2
647	PWY-7242: D-fructuronate degradation	B1_O2	1	1	0	2.58543478260869e-08	B1	46	0	5.31310869565217e-07	O2	46	0	5.57165217391304e-07	1	1
648	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	B1_O2	1	1	0	3.05608695652172e-07	B1	46	0	1.60383695652174e-05	O2	46	0	1.63439782608696e-05	3	2
649	PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	B1_O2	1	1	0	-2.11089130434783e-07	B1	46	0	5.68345652173913e-07	O2	46	0	3.5725652173913e-07	1	1
650	PWY-7279: aerobic respiration II (cytochrome c) (yeast)	B1_O2	1	1	0	-9.0985652173913e-07	B1	46	0	3.07563043478261e-06	O2	46	0	2.16577391304348e-06	1	1
651	PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	B1_O2	1	1	0	3.72799782608696e-06	B1	46	0	6.79085652173913e-06	O2	46	0	1.05188543478261e-05	4	5
652	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	B1_O2	1	1	0	-9.46065217391305e-07	B1	46	0	3.28219565217391e-06	O2	46	0	2.33613043478261e-06	1	1
653	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	B1_O2	0.280712665268496	1	0	3.72665043478261e-05	B1	46	0	1.20950391304348e-05	O2	46	0	4.93615434782609e-05	4	4
654	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	B1_O2	1	1	0	8.04747826086956e-07	B1	46	0	5.64614347826087e-06	O2	46	0	6.45089130434783e-06	2	2
655	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	B1_O2	1	1	0	1.83025652173913e-06	B1	46	0	0	O2	46	0	1.83025652173913e-06	1	0
656	PWY-7400: L-arginine biosynthesis IV (archaebacteria)	B1_O2	1	1	0	-4.17504347826087e-07	B1	46	0	7.88173913043478e-06	O2	46	0	7.4642347826087e-06	1	2
657	PWY-7560: methylerythritol phosphate pathway II	B1_O2	1	1	0	1.42552173913043e-06	B1	46	0	0	O2	46	0	1.42552173913043e-06	1	0
658	PWY-7663: gondoate biosynthesis (anaerobic)	B1_O2	0.529368106184798	1	0	4.68069565217391e-06	B1	46	0	4.86891086956522e-06	O2	46	0	9.54960652173913e-06	2	4
659	PWY-7664: oleate biosynthesis IV (anaerobic)	B1_O2	0.789268026134281	1	0	2.558e-06	B1	46	0	3.47821739130435e-06	O2	46	0	6.03621739130435e-06	1	2
660	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	B1_O2	0.789268026134281	1	0	1.11519782608696e-05	B1	46	0	3.5170652173913e-06	O2	46	0	1.46690434782609e-05	1	2
661	PWY-922: mevalonate pathway I	B1_O2	1	1	0	-5.91304347826087e-07	B1	46	0	8.4705652173913e-06	O2	46	0	7.87926086956522e-06	2	1
662	PWY0-1061: superpathway of L-alanine biosynthesis	B1_O2	1	1	0	-2.25065217391304e-06	B1	46	0	7.00247826086957e-06	O2	46	0	4.75182608695652e-06	1	1
663	PWY0-1261: anhydromuropeptides recycling	B1_O2	0.944182513250483	1	0	-2.66407173913044e-06	B1	46	0	2.0698102173913e-05	O2	46	0	1.80340304347826e-05	5	5
664	PWY0-1296: purine ribonucleosides degradation	B1_O2	0.833935414088552	1	0	-2.43207826086957e-06	B1	46	0	1.87078608695652e-05	O2	46	0	1.62757826086957e-05	5	4
