id	Group	p_value	p.adjust	convert.median	convert.mean	group1	length1	median1	mean1	group2	length2	median2	mean2	non0.length1	non0.length2
140	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	high_low	0.0471181344524505	0.141354403357351	0	2.15808217054264e-06	high	169	0	0	low	129	0	2.15808217054264e-06	3	0
141	PWY-6151: S-adenosyl-L-methionine cycle I	high_low	0.00354809196608829	0.0106442758982649	-0.000246163	-0.000221111906362094	high	169	0.000638482	0.000844436786982249	low	129	0.000392319	0.000623324880620155	134	82
142	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	high_low	6.51213660261313e-07	1.95364098078394e-06	0	-9.22808427732673e-05	high	169	0	0.000112636674556213	low	129	0	2.03558317829457e-05	64	18
143	PWY-6168: flavin biosynthesis III (fungi)	high_low	0.294195611506895	0.882586834520686	0	-1.44268909224347e-06	high	169	0	2.56303017751479e-06	low	129	0	1.12034108527132e-06	4	1
144	PWY-621: sucrose degradation III (sucrose invertase)	high_low	0.697827940999559	1	0	5.33603041099032e-05	high	169	0	4.71337532544379e-05	low	129	0	0.000100494057364341	64	40
145	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	high_low	3.81201307536918e-10	1.14360392261075e-09	0	-0.000185484527096005	high	169	0	0.000210726084615385	low	129	0	2.52415575193798e-05	80	20
146	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	high_low	0.747213515527243	1	0	2.1838316178157e-06	high	169	0	1.72230946745562e-06	low	129	0	3.90614108527132e-06	8	7
147	PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	high_low	0.0947175598010533	0.28415267940316	0	2.08128935828632e-06	high	169	0	1.26765680473373e-07	low	129	0	2.20805503875969e-06	1	4
148	PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	high_low	0.0935191231765461	0.280557369529638	0	3.04061518737673e-06	high	169	0	1.25851479289941e-07	low	129	0	3.16646666666667e-06	1	4
149	PWY-6305: putrescine biosynthesis IV	high_low	0.596669831140419	1	0	1.28456724783267e-06	high	169	0	1.52392112426035e-06	low	129	0	2.80848837209302e-06	9	5
150	PWY-6313: serotonin degradation	high_low	0.25519837539891	0.765595126196731	0	1.34696899224806e-07	high	169	0	0	low	129	0	1.34696899224806e-07	1	0
151	PWY-6317: galactose degradation I (Leloir pathway)	high_low	2.71306649131656e-07	8.13919947394968e-07	0	-9.04920782441172e-05	high	169	0	0.000118982752662722	low	129	0	2.84906744186047e-05	75	24
152	PWY-6353: purine nucleotides degradation II (aerobic)	high_low	0.729899990322876	1	0	-1.1330714829595e-07	high	169	0	2.71400946745562e-07	low	129	0	1.58093798449612e-07	2	1
153	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	high_low	0.000101931975286157	0.000305795925858472	0	-0.000140877086220816	high	169	0	0.00017302015443787	low	129	0	3.21430682170543e-05	49	15
154	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	high_low	2.0398374385864e-05	6.1195123157592e-05	0	-0.000180637256199257	high	169	0	0.000290769488757396	low	129	0	0.00011013223255814	62	18
155	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	high_low	0.000206558571898916	0.000619675715696748	0	-0.00015164962254025	high	169	0	0.000202593092307692	low	129	0	5.09434697674419e-05	58	22
156	PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	high_low	0.385993785489547	1	0	-1.46e-06	high	169	0	1.46e-06	low	129	0	0	1	0
157	PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	high_low	0.105961412950368	0.317884238851103	0	2.60853643410853e-07	high	169	0	0	low	129	0	2.60853643410853e-07	2	0
158	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	high_low	0.0471181344524505	0.141354403357351	0	1.95608527131783e-06	high	169	0	0	low	129	0	1.95608527131783e-06	3	0
159	PWY-6527: stachyose degradation	high_low	0.311488348311985	0.934465044935955	0	8.0670697133159e-05	high	169	0	0.000195257153254438	low	129	0	0.000275927850387597	76	40
160	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	high_low	0.171296043540174	0.513888130620522	0	6.8797356864364e-06	high	169	0	3.6479650887574e-06	low	129	0	1.05277007751938e-05	6	9
161	PWY-6549: L-glutamine biosynthesis III	high_low	0.735806502548448	1	0	2.02597738635842e-07	high	169	0	1.98085207100592e-07	low	129	0	4.00682945736434e-07	2	1
162	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	high_low	0.45399770570954	1	0	-2.46511792119628e-06	high	169	0	2.54944970414201e-06	low	129	0	8.43317829457364e-08	3	1
163	PWY-6606: guanosine nucleotides degradation II	high_low	0.45399770570954	1	0	-2.04819990826109e-06	high	169	0	2.13465029585799e-06	low	129	0	8.64503875968992e-08	3	1
164	PWY-6608: guanosine nucleotides degradation III	high_low	0.035646368158124	0.106939104474372	0	-3.18436770973809e-06	high	169	0	3.52977313609467e-06	low	129	0	3.45405426356589e-07	11	2
165	PWY-6609: adenine and adenosine salvage III	high_low	0.0826374188434706	0.247912256530412	0	-2.21591384707124e-05	high	169	0	2.82376834319527e-05	low	129	0	6.07854496124031e-06	20	8
166	PWY-6628: superpathway of L-phenylalanine biosynthesis	high_low	0.385993785489547	1	0	-3.72763313609467e-07	high	169	0	3.72763313609467e-07	low	129	0	0	1	0
167	PWY-6700: queuosine biosynthesis	high_low	0.000668096924507836	0.00200429077352351	0	-2.40587830283015e-05	high	169	0	2.92508047337278e-05	low	129	0	5.19202170542636e-06	29	6
168	PWY-6703: preQ0 biosynthesis	high_low	0.180766918661529	0.542300755984586	0	-1.83177609283978e-06	high	169	0	2.12770710059172e-06	low	129	0	2.95931007751938e-07	5	1
169	PWY-6737: starch degradation V	high_low	7.84942076592551e-10	2.35482622977765e-09	-3.02812e-05	-0.000200858585789643	high	169	3.02812e-05	0.000250150340828402	low	129	0	4.92917550387597e-05	87	25
170	PWY-6749: CMP-legionaminate biosynthesis I	high_low	0.25519837539891	0.765595126196731	0	5.23637209302326e-08	high	169	0	0	low	129	0	5.23637209302326e-08	1	0
171	PWY-6803: phosphatidylcholine acyl editing	high_low	0.625580020198826	1	0	4.40506290445392e-07	high	169	0	6.5466223668639e-07	low	129	0	1.09516852713178e-06	4	2
172	PWY-6892: thiazole biosynthesis I (E. coli)	high_low	0.888448109596031	1	0	2.21981317370763e-07	high	169	0	5.6388224852071e-07	low	129	0	7.85863565891473e-07	3	2
173	PWY-6897: thiamin salvage II	high_low	0.224291602251613	0.672874806754839	0	-4.17488284023669e-06	high	169	0	9.22748284023669e-06	low	129	0	5.0526e-06	12	5
174	PWY-6901: superpathway of glucose and xylose degradation	high_low	0.0215986390966328	0.0647959172898984	0	4.10637364341085e-06	high	169	0	0	low	129	0	4.10637364341085e-06	4	0
175	PWY-6936: seleno-amino acid biosynthesis	high_low	0.000813479010854749	0.00244043703256425	0	-4.84078512907665e-05	high	169	0	6.03796473372781e-05	low	129	0	1.19717960465116e-05	44	15
176	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	high_low	0.00834766473328339	0.0250429941998502	0	-4.09027762029265e-06	high	169	0	4.49079467455621e-06	low	129	0	4.00517054263566e-07	12	1
177	PWY-7013: L-1,2-propanediol degradation	high_low	0.105961412950368	0.317884238851103	0	1.97172015503876e-07	high	169	0	0	low	129	0	1.97172015503876e-07	2	0
178	PWY-7031: protein N-glycosylation (bacterial)	high_low	0.25519837539891	0.765595126196731	0	8.31441860465116e-08	high	169	0	0	low	129	0	8.31441860465116e-08	1	0
179	PWY-7039: phosphatidate metabolism, as a signaling molecule	high_low	0.12991690760242	0.389750722807261	0	-2.82283668639053e-07	high	169	0	2.82283668639053e-07	low	129	0	0	3	0
180	PWY-7111: pyruvate fermentation to isobutanol (engineered)	high_low	0.0188773558414359	0.0566320675243076	0	-1.28144011389386e-05	high	169	0	3.11204230769231e-05	low	129	0	1.83060219379845e-05	33	12
181	PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	high_low	0.000937531186366433	0.0028125935590993	0	-3.39284945364891e-05	high	169	0	4.22299278698225e-05	low	129	0	8.30143333333333e-06	38	11
182	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	high_low	0.52862340607694	1	0	2.04386303564057e-05	high	169	0	3.93442928994083e-05	low	129	0	5.9782923255814e-05	36	30
183	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	high_low	0.194894654026749	0.584683962080248	0	1.03832448282189e-05	high	169	0	0.000116390052071006	low	129	0	0.000126773296899225	77	47
184	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	high_low	0.86587149430271	1	0	9.17599295903858e-06	high	169	0	1.52310147928994e-05	low	129	0	2.4407007751938e-05	17	13
185	PWY-7199: pyrimidine deoxyribonucleosides salvage	high_low	0.0186636285463533	0.05599088563906	-4.46165e-05	-1.2756246206596e-05	high	169	4.46165e-05	0.000129174174733728	low	129	0	0.000116417928527132	98	54
186	PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	high_low	0.724009458104985	1	0	-4.56859257373515e-07	high	169	0	5.10439644970414e-07	low	129	0	5.35803875968992e-08	2	1
187	PWY-7208: superpathway of pyrimidine nucleobases salvage	high_low	0.00182518445137863	0.00547555335413588	0	-1.43064518324847e-05	high	169	0	1.87132828402367e-05	low	129	0	4.40683100775194e-06	23	4
188	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	high_low	0.516481436741678	1	0	2.03220934681895e-05	high	169	0	3.41090189349112e-05	low	129	0	5.44311124031008e-05	36	30
189	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	high_low	0.551881020398788	1	0	-1.00303506261181e-06	high	169	0	6.68247692307692e-06	low	129	0	5.67944186046512e-06	6	3
190	PWY-7219: adenosine ribonucleotides de novo biosynthesis	high_low	8.29555217102909e-05	0.000248866565130873	-0.000325286	-0.000229687564519976	high	169	0.00063001	0.000770756576923077	low	129	0.000304724	0.000541069012403101	153	93
191	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	high_low	0.0273056770715967	0.0819170312147901	0	-2.81276050089446e-05	high	169	0	9.66867538461539e-05	low	129	0	6.85591488372093e-05	77	43
192	PWY-7221: guanosine ribonucleotides de novo biosynthesis	high_low	0.118697735197961	0.356093205593882	0	6.04797266180452e-07	high	169	0	9.9942701183432e-05	low	129	0	0.000100547498449612	73	40
193	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	high_low	0.0273056770715967	0.0819170312147901	0	-2.81276050089446e-05	high	169	0	9.66867538461539e-05	low	129	0	6.85591488372093e-05	77	43
194	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	high_low	0.115067523210112	0.345202569630337	0	1.24320012843442e-07	high	169	0	8.66709970414201e-05	low	129	0	8.67953170542636e-05	73	40
195	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	high_low	0.00115497628253474	0.00346492884760423	-0.000465345	-0.000180727116884547	high	169	0.000609351	0.000755358868047337	low	129	0.000144006	0.000574631751162791	137	80
196	PWY-7235: superpathway of ubiquinol-6 biosynthesis (eukaryotic)	high_low	0.0495585772920024	0.148675731876007	0	-9.38550295857988e-07	high	169	0	9.38550295857988e-07	low	129	0	0	5	0
197	PWY-7242: D-fructuronate degradation	high_low	0.0471181344524505	0.141354403357351	0	4.43913875968992e-07	high	169	0	0	low	129	0	4.43913875968992e-07	3	0
198	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	high_low	0.186336533674075	0.559009601022224	0	-6.893362088895e-06	high	169	0	1.55820597633136e-05	low	129	0	8.68869767441861e-06	11	4
199	PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	high_low	0.291397606059261	0.874192818177782	0	-3.65453361313701e-07	high	169	0	4.92847159763314e-07	low	129	0	1.27393798449612e-07	4	1
200	PWY-7279: aerobic respiration II (cytochrome c) (yeast)	high_low	0.0471181344524505	0.141354403357351	0	1.97788217054264e-06	high	169	0	0	low	129	0	1.97788217054264e-06	3	0
201	PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	high_low	0.0464187106261416	0.139256131878425	0	-2.42975332645291e-06	high	169	0	1.22299662721893e-05	low	129	0	9.80021294573643e-06	21	7
202	PWY-7315: dTDP-N-acetylthomosamine biosynthesis	high_low	0.0471181344524505	0.141354403357351	0	2.22670387596899e-06	high	169	0	0	low	129	0	2.22670387596899e-06	3	0
203	PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	high_low	0.25519837539891	0.765595126196731	0	1.77562015503876e-08	high	169	0	0	low	129	0	1.77562015503876e-08	1	0
204	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	high_low	0.000530135177776564	0.00159040553332969	0	-4.2233063694326e-05	high	169	0	4.75503295857988e-05	low	129	0	5.31726589147287e-06	31	7
205	PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	high_low	0.458111607181624	1	0	-1.45954594284666e-07	high	169	0	2.30611183431953e-07	low	129	0	8.46565891472868e-08	3	1
206	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	high_low	0.513160257406529	1	0	3.91385082794367e-06	high	169	0	3.73134142011834e-06	low	129	0	7.64519224806202e-06	9	9
207	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	high_low	0.0495585772920024	0.148675731876007	0	-9.00753846153846e-07	high	169	0	9.00753846153846e-07	low	129	0	0	5	0
208	PWY-7400: L-arginine biosynthesis IV (archaebacteria)	high_low	0.0935191231765461	0.280557369529638	0	7.4399747763864e-06	high	169	0	4.68746153846154e-07	low	129	0	7.90872093023256e-06	1	4
209	PWY-7560: methylerythritol phosphate pathway II	high_low	0.00169482200959775	0.00508446602879324	0	-1.31107687885877e-05	high	169	0	1.37362416568047e-05	low	129	0	6.25472868217054e-07	18	2
210	PWY-7663: gondoate biosynthesis (anaerobic)	high_low	0.913609805114246	1	0	5.47174231732489e-06	high	169	0	3.03542047337278e-06	low	129	0	8.50716279069768e-06	13	10
211	PWY-7664: oleate biosynthesis IV (anaerobic)	high_low	0.0446862257386814	0.134058677216044	0	4.34726496032292e-06	high	169	0	1.0416449704142e-07	low	129	0	4.45142945736434e-06	1	5
212	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	high_low	0.847833787036948	1	0	4.58063744782349e-07	high	169	0	9.67230769230769e-08	low	129	0	5.54786821705426e-07	1	1
213	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	high_low	0.19526954285491	0.585808628564731	0	-5.16929811935232e-06	high	169	0	7.96258106508876e-06	low	129	0	2.79328294573643e-06	7	2
214	PWY-922: mevalonate pathway I	high_low	0.236001875340334	0.708005626021002	0	5.58530246777671e-06	high	169	0	3.08402958579882e-07	low	129	0	5.89370542635659e-06	2	4
215	PWY0-1061: superpathway of L-alanine biosynthesis	high_low	0.1958987927426	0.5876963782278	0	4.05095613503968e-06	high	169	0	2.49726035502959e-07	low	129	0	4.30068217054264e-06	1	3
216	PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	high_low	0.25519837539891	0.765595126196731	0	4.36242635658915e-08	high	169	0	0	low	129	0	4.36242635658915e-08	1	0
217	PWY0-1261: anhydromuropeptides recycling	high_low	0.00249846824348584	0.00749540473045751	0	-1.59228962754002e-05	high	169	0	2.36020420118343e-05	low	129	0	7.67914573643411e-06	27	6
218	PWY0-1296: purine ribonucleosides degradation	high_low	0.038077552356852	0.114232657070556	0	-1.90287502224669e-05	high	169	0	2.36067905325444e-05	low	129	0	4.57804031007752e-06	17	5
219	PWY0-1297: superpathway of purine deoxyribonucleosides degradation	high_low	0.563733981916598	1	0	-1.83765758451447e-06	high	169	0	5.76087928994083e-06	low	129	0	3.92322170542636e-06	9	5
220	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	high_low	0.184321549638293	0.55296464891488	0	-1.12608081280675e-06	high	169	0	5.07404437869823e-06	low	129	0	3.94796356589147e-06	13	5
221	PWY0-1319: CDP-diacylglycerol biosynthesis II	high_low	0.60316193297396	1	0	6.22026799963304e-06	high	169	0	1.75198579881657e-06	low	129	0	7.97225379844961e-06	6	6
222	PWY0-1338: polymyxin resistance	high_low	0.25519837539891	0.765595126196731	0	2.78787596899225e-08	high	169	0	0	low	129	0	2.78787596899225e-08	1	0
223	PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	high_low	0.25519837539891	0.765595126196731	0	4.91282170542636e-07	high	169	0	0	low	129	0	4.91282170542636e-07	1	0
224	PWY0-1479: tRNA processing	high_low	0.43789248480956	1	0	4.84590083023714e-06	high	169	0	1.46913017751479e-06	low	129	0	6.31503100775194e-06	3	4
225	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	high_low	3.94188394209776e-05	0.000118256518262933	0	-0.000154958179235815	high	169	0	0.000203706793964497	low	129	0	4.87486147286822e-05	77	33
226	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	high_low	0.00169470554757511	0.00508411664272534	0	-2.94992166597863e-05	high	169	0	3.63504662721894e-05	low	129	0	6.8512496124031e-06	23	4
227	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	high_low	0.137009016046961	0.411027048140884	0	-1.60865918077152e-05	high	169	0	0.000127239541420118	low	129	0	0.000111152949612403	81	48
228	PWY0-42: 2-methylcitrate cycle I	high_low	0.25519837539891	0.765595126196731	0	3.32433333333333e-07	high	169	0	0	low	129	0	3.32433333333333e-07	1	0
229	PWY0-781: aspartate superpathway	high_low	0.0215986390966328	0.0647959172898984	0	7.77831007751938e-06	high	169	0	0	low	129	0	7.77831007751938e-06	4	0
230	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	high_low	0.0471181344524505	0.141354403357351	0	2.97968449612403e-06	high	169	0	0	low	129	0	2.97968449612403e-06	3	0
231	PWY0-862: (5Z)-dodec-5-enoate biosynthesis	high_low	0.0446862257386814	0.134058677216044	0	3.49877891381129e-06	high	169	0	9.21644970414201e-08	low	129	0	3.59094341085271e-06	1	5
232	PWY1G-0: mycothiol biosynthesis	high_low	0.0215986390966328	0.0647959172898984	0	1.83494341085271e-06	high	169	0	0	low	129	0	1.83494341085271e-06	4	0
233	PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	high_low	0.079637154953437	0.238911464860311	0	-3.59172662721893e-07	high	169	0	3.59172662721893e-07	low	129	0	0	4	0
234	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	high_low	0.447110034904058	1	0	2.12316812531535e-06	high	169	0	5.83149704142012e-07	low	129	0	2.70631782945736e-06	3	4
235	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	high_low	0.447110034904058	1	0	2.12308285399752e-06	high	169	0	5.83149704142012e-07	low	129	0	2.70623255813953e-06	3	4
236	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	high_low	0.12991690760242	0.389750722807261	0	-3.21886390532544e-07	high	169	0	3.21886390532544e-07	low	129	0	0	3	0
237	PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	high_low	0.25519837539891	0.765595126196731	0	4.79552713178295e-07	high	169	0	0	low	129	0	4.79552713178295e-07	1	0
238	PWY66-398: TCA cycle III (animals)	high_low	0.735806502548448	1	0	1.26007518003761e-07	high	169	0	1.6644674556213e-07	low	129	0	2.92454263565891e-07	2	1
239	PWY66-399: gluconeogenesis III	high_low	0.0893933383240592	0.268180014972178	0	9.22462173753497e-06	high	169	0	9.97742603550296e-07	low	129	0	1.02223643410853e-05	5	9
240	PWY66-400: glycolysis VI (metazoan)	high_low	0.25519837539891	0.765595126196731	0	4.80926356589147e-08	high	169	0	0	low	129	0	4.80926356589147e-08	1	0
241	PWY66-422: D-galactose degradation V (Leloir pathway)	high_low	6.26112087832491e-07	1.87833626349747e-06	0	-9.72265240218339e-05	high	169	0	0.000131772755029586	low	129	0	3.45462310077519e-05	76	26
242	PWYG-321: mycolate biosynthesis	high_low	0.252777416446383	0.75833224933915	0	5.66346637310215e-06	high	169	0	6.33739053254438e-07	low	129	0	6.29720542635659e-06	3	5
243	PYRIDNUCSAL-PWY: NAD salvage pathway I	high_low	0.742138530511662	1	0	7.5704947938168e-07	high	169	0	1.39135207100592e-06	low	129	0	2.1484015503876e-06	3	3
244	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	high_low	0.000540296090225233	0.0016208882706757	0	-6.66348172391175e-05	high	169	0	7.45950461538462e-05	low	129	0	7.96022891472868e-06	33	8
245	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	high_low	0.0471181344524505	0.141354403357351	0	1.90775891472868e-06	high	169	0	0	low	129	0	1.90775891472868e-06	3	0
246	REDCITCYC: TCA cycle VIII (helicobacter)	high_low	0.25519837539891	0.765595126196731	0	1.73289147286822e-07	high	169	0	0	low	129	0	1.73289147286822e-07	1	0
247	RHAMCAT-PWY: L-rhamnose degradation I	high_low	0.0215986390966328	0.0647959172898984	0	1.58686620155039e-06	high	169	0	0	low	129	0	1.58686620155039e-06	4	0
248	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	high_low	0.0271480418436678	0.0814441255310035	0	6.12924307600569e-06	high	169	0	0.000102087841420118	low	129	0	0.000108217084496124	65	29
249	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	high_low	0.458111607181624	1	0	-3.30096769872942e-07	high	169	0	4.03255917159763e-07	low	129	0	7.31591472868217e-08	3	1
250	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	high_low	0.0661658425318964	0.198497527595689	0	-2.13878828218889e-05	high	169	0	3.15246928994083e-05	low	129	0	1.01368100775194e-05	24	10
251	SO4ASSIM-PWY: sulfate reduction I (assimilatory)	high_low	0.123275283353418	0.369825850060254	0	4.17668095958901e-06	high	169	0	2.19236094674556e-07	low	129	0	4.39591705426357e-06	2	5
252	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	high_low	0.236001875340334	0.708005626021002	0	3.47997861565983e-06	high	169	0	2.92626035502959e-07	low	129	0	3.77260465116279e-06	2	4
253	TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	high_low	0.724009458104985	1	0	-2.81113777808357e-07	high	169	0	2.93098816568047e-07	low	129	0	1.19850387596899e-08	2	1
254	TCA: TCA cycle I (prokaryotic)	high_low	0.00145688840025159	0.00437066520075478	0	-5.50210738498234e-06	high	169	0	5.96080118343195e-06	low	129	0	4.58693798449612e-07	16	1
255	TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	high_low	0.729899990322876	1	0	-5.90527897802853e-07	high	169	0	8.32555029585799e-07	low	129	0	2.42027131782946e-07	2	1
256	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	high_low	0.458111607181624	1	0	-1.29225945598826e-06	high	169	0	2.02005325443787e-06	low	129	0	7.27793798449612e-07	3	1
257	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	high_low	0.0317963814425222	0.0953891443275667	0	-1.18834967340948e-05	high	169	0	3.60197905325444e-05	low	129	0	2.41362937984496e-05	41	18
258	THRESYN-PWY: superpathway of L-threonine biosynthesis	high_low	0.0150436299815614	0.0451308899446842	0	-5.03994360029356e-05	high	169	0	8.91841863905325e-05	low	129	0	3.87847503875969e-05	54	27
259	TRNA-CHARGING-PWY: tRNA charging	high_low	1.45844734684253e-05	4.37534204052758e-05	0	-0.000173435650016054	high	169	0	0.000223686378698225	low	129	0	5.02507286821705e-05	48	11
260	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	high_low	0.663174265915383	1	-2.14200000000001e-05	-4.50894043942938e-05	high	169	0.00106908	0.0012852791408284	low	129	0.00104766	0.00124018973643411	164	129
261	VALSYN-PWY: L-valine biosynthesis	high_low	0.0136342386373343	0.0409027159120029	0	-1.44449590330719e-05	high	169	0	3.07867201183432e-05	low	129	0	1.63417610852713e-05	32	11
262	UNMAPPED	high_unclassified	0.140647531500005	0.421942594500013	-0.089056	-0.0347261578158939	high	169	0.49051	0.48640200591716	unclassified	79	0.401454	0.451675848101266	168	78
263	UNINTEGRATED	high_unclassified	0.236176860104267	0.7085305803128	0.077527	0.0237055454123287	high	169	0.50106	0.493132943195266	unclassified	79	0.578587	0.516838488607595	168	78
264	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	high_unclassified	0.445252644071555	1	0	1.8792583761516e-05	high	169	0	7.75812130177515e-06	unclassified	79	0	2.65507050632911e-05	9	6
265	ANAEROFRUCAT-PWY: homolactic fermentation	high_unclassified	0.396904316573628	1	0	1.12609670137068e-05	high	169	0	5.28884443786982e-05	unclassified	79	0	6.41494113924051e-05	31	18
266	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	high_unclassified	0.880270135852523	1	0	-1.55408790802187e-05	high	169	0	0.000121977155029586	unclassified	79	0	0.000106436275949367	53	24
267	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	high_unclassified	0.589459033109399	1	0	1.62200786457943e-07	high	169	0	2.87984023668639e-07	unclassified	79	0	4.50184810126582e-07	1	1
268	ARGORNPROST-PWY: arginine, ornithine and proline interconversion	high_unclassified	0.915935933166907	1	0	1.97563440940754e-07	high	169	0	1.18921124260355e-06	unclassified	79	0	1.3867746835443e-06	6	3
269	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	high_unclassified	0.00612310411365857	0.0183693123409757	0	1.81813021721219e-05	high	169	0	4.47913017751479e-07	unclassified	79	0	1.86292151898734e-05	1	5
270	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	high_unclassified	0.0789958401380022	0.236987520414007	0	3.54623119242004e-05	high	169	0	1.29548349112426e-05	unclassified	79	0	4.8417146835443e-05	15	13
271	ARO-PWY: chorismate biosynthesis I	high_unclassified	0.353709096178967	1	0	4.36637271357951e-05	high	169	0	0.00010799089704142	unclassified	79	0	0.000151654624177215	60	35
272	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	high_unclassified	0.945454773360048	1	0	3.91999660624672e-06	high	169	0	2.71768857988166e-05	unclassified	79	0	3.10968824050633e-05	37	17
273	AST-PWY: L-arginine degradation II (AST pathway)	high_unclassified	0.00329611732455456	0.00988835197366368	0	4.6229e-06	high	169	0	0	unclassified	79	0	4.6229e-06	4	0
274	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	high_unclassified	0.000990567774871269	0.00297170332461381	0	6.21332151898734e-06	high	169	0	0	unclassified	79	0	6.21332151898734e-06	5	0
275	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	high_unclassified	0.0452497732660967	0.13574931979829	0	5.88192018874991e-05	high	169	0	2.92428816568047e-05	unclassified	79	0	8.80620835443038e-05	26	20
276	CALVIN-PWY: Calvin-Benson-Bassham cycle	high_unclassified	0.405482193087931	1	0	3.9266982076249e-05	high	169	0	8.46267698224852e-05	unclassified	79	0	0.000123893751898734	52	27
277	CITRULBIO-PWY: L-citrulline biosynthesis	high_unclassified	0.358440884912301	1	0	2.81406559059247e-06	high	169	0	3.9320075739645e-06	unclassified	79	0	6.74607316455696e-06	21	13
278	COA-PWY-1: coenzyme A biosynthesis II (mammalian)	high_unclassified	0.869146294390186	1	0.000103327	-1.85007370908547e-05	high	169	0.000609981	0.000791402576331361	unclassified	79	0.000713308	0.000772901839240506	142	64
